geometry,OBJECTID,Shape,NAME,MAPCODE12,Map code subtype,Bioregion,Biome,Changed in version,Change reference,Conservation target,Biome code,Group code,Group name,Bioregional code,Legend,Veg Type SQKM 2012,Document Link,Subtype name,Book Sort,Polygon SQKM,SHAPE_LENG
Geocortex.Gis.Geometries.Polygon,1,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,0.6612,5028.77774972255
Geocortex.Gis.Geometries.Polygon,2,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,11.7207,25681.9663982392
Geocortex.Gis.Geometries.Polygon,3,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.3324,5624.94840914603
Geocortex.Gis.Geometries.Polygon,4,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.0735,2241.35543320809
Geocortex.Gis.Geometries.Polygon,5,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,1.2295,17366.0447527273
Geocortex.Gis.Geometries.Polygon,6,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,0.1208,1295.83678825679
Geocortex.Gis.Geometries.Polygon,7,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.0946,1684.66196318357
Geocortex.Gis.Geometries.Polygon,8,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,0.095,1967.81998631813
Geocortex.Gis.Geometries.Polygon,9,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.1678,1621.17414432916
Geocortex.Gis.Geometries.Polygon,10,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,3.9306,19583.422363542
Geocortex.Gis.Geometries.Polygon,11,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,0.1368,2123.64519112109
Geocortex.Gis.Geometries.Polygon,12,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.0761,1065.03081855504
Geocortex.Gis.Geometries.Polygon,13,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,0.6111,3444.51586046013
Geocortex.Gis.Geometries.Polygon,14,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,0.0546,906.21567867252
Geocortex.Gis.Geometries.Polygon,15,,Elim Ferricrete Fynbos,FFf1, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFf,Ferricrete Fynbos,F02,FFf 1  Elim Ferricrete Fynbos,665.5642,Descriptions\FFf_1_2006.docx, ,01 10 001,1.2311,7282.16526580253
Geocortex.Gis.Geometries.Polygon,16,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.1308,1926.37509897478
Geocortex.Gis.Geometries.Polygon,17,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,1.7278,7060.22855768162
Geocortex.Gis.Geometries.Polygon,18,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.2222,3589.03020715473
Geocortex.Gis.Geometries.Polygon,19,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,0.9234,8229.28213772395
Geocortex.Gis.Geometries.Polygon,20,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.49,8507.96440326033
Geocortex.Gis.Geometries.Polygon,21,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,1.9037,7897.92434068786
Geocortex.Gis.Geometries.Polygon,22,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,8.2225,35406.4295237672
Geocortex.Gis.Geometries.Polygon,23,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,13.0233,47656.0014138746
Geocortex.Gis.Geometries.Polygon,24,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.3804,4636.13531965327
Geocortex.Gis.Geometries.Polygon,25,,Elim Ferricrete Fynbos,FFf1, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFf,Ferricrete Fynbos,F02,FFf 1  Elim Ferricrete Fynbos,665.5642,Descriptions\FFf_1_2006.docx, ,01 10 001,0.057,1037.27851604722
Geocortex.Gis.Geometries.Polygon,26,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.2323,3718.93188825782
Geocortex.Gis.Geometries.Polygon,27,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,0.147,2107.28438611705
Geocortex.Gis.Geometries.Polygon,28,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,1.1044,9294.02169530329
Geocortex.Gis.Geometries.Polygon,29,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,14.0837,40885.9771572384
Geocortex.Gis.Geometries.Polygon,30,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,13.0859,41613.7596892515
Geocortex.Gis.Geometries.Polygon,31,,Elim Ferricrete Fynbos,FFf1, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFf,Ferricrete Fynbos,F02,FFf 1  Elim Ferricrete Fynbos,665.5642,Descriptions\FFf_1_2006.docx, ,01 10 001,0.9196,7731.0720786982
Geocortex.Gis.Geometries.Polygon,32,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.7098,7620.65159314028
Geocortex.Gis.Geometries.Polygon,33,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,0.4422,3411.49188787948
Geocortex.Gis.Geometries.Polygon,34,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,25.908,83450.8625263407
Geocortex.Gis.Geometries.Polygon,35,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,1.5363,6020.42500262559
Geocortex.Gis.Geometries.Polygon,36,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,5.5997,19429.6509054374
Geocortex.Gis.Geometries.Polygon,37,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,1.3107,14717.8643840267
Geocortex.Gis.Geometries.Polygon,38,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.3208,2561.30623043203
Geocortex.Gis.Geometries.Polygon,39,,Central Ruens Shale Renosterveld,FRs12, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 12  Central Ruens Shale Renosterveld,2012.1061,Descriptions\FRs12_2006.docx, ,01 12 012,2.4229,7234.80127326418
Geocortex.Gis.Geometries.Polygon,40,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.3383,3334.40428976109
Geocortex.Gis.Geometries.Polygon,41,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.0779,5332.13722892683
Geocortex.Gis.Geometries.Polygon,42,,De Hoop Limestone Fynbos,FFl2, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 2  De Hoop Limestone Fynbos,686.5443,Descriptions\FFl_2_2006.docx, ,01 11 002,18.4039,32283.5398486374
Geocortex.Gis.Geometries.Polygon,43,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,0.2655,3080.38200011425
Geocortex.Gis.Geometries.Polygon,44,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.2034,2365.99215716719
Geocortex.Gis.Geometries.Polygon,45,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.3157,2958.57613382728
Geocortex.Gis.Geometries.Polygon,46,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.1104,2598.81998260255
Geocortex.Gis.Geometries.Polygon,47,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.7977,6827.47523969768
Geocortex.Gis.Geometries.Polygon,48,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.0577,1957.41086079012
Geocortex.Gis.Geometries.Polygon,49,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.1416,1808.26070669244
Geocortex.Gis.Geometries.Polygon,50,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.2641,2658.56117295018
Geocortex.Gis.Geometries.Polygon,51,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,3.1288,14792.780885017
Geocortex.Gis.Geometries.Polygon,52,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,0.3072,4345.68051432099
Geocortex.Gis.Geometries.Polygon,53,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,17.5522,25245.0078021043
Geocortex.Gis.Geometries.Polygon,54,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.0866,1254.60486395663
Geocortex.Gis.Geometries.Polygon,55,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.1814,5555.826200013
Geocortex.Gis.Geometries.Polygon,56,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.3562,3159.50922762282
Geocortex.Gis.Geometries.Polygon,57,,Central Ruens Shale Renosterveld,FRs12, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 12  Central Ruens Shale Renosterveld,2012.1061,Descriptions\FRs12_2006.docx, ,01 12 012,0.8975,7711.43807150021
Geocortex.Gis.Geometries.Polygon,58,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.1458,3247.08738922614
Geocortex.Gis.Geometries.Polygon,59,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,0.0626,1171.50930446537
Geocortex.Gis.Geometries.Polygon,60,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,3.7117,13168.0075347599
Geocortex.Gis.Geometries.Polygon,61,,Elim Ferricrete Fynbos,FFf1, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFf,Ferricrete Fynbos,F02,FFf 1  Elim Ferricrete Fynbos,665.5642,Descriptions\FFf_1_2006.docx, ,01 10 001,0.9352,5426.606206371
Geocortex.Gis.Geometries.Polygon,62,,Central Ruens Shale Renosterveld,FRs12, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 12  Central Ruens Shale Renosterveld,2012.1061,Descriptions\FRs12_2006.docx, ,01 12 012,0.0516,1177.80451388945
Geocortex.Gis.Geometries.Polygon,63,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.1057,2997.09015692755
Geocortex.Gis.Geometries.Polygon,64,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.0683,1935.82994304346
Geocortex.Gis.Geometries.Polygon,65,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,0.618,9851.74318344118
Geocortex.Gis.Geometries.Polygon,66,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,11.2912,22543.4537912176
Geocortex.Gis.Geometries.Polygon,67,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.2322,2619.83865433298
Geocortex.Gis.Geometries.Polygon,68,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,1.0522,5793.58598273793
Geocortex.Gis.Geometries.Polygon,69,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.1645,1969.5146918637
Geocortex.Gis.Geometries.Polygon,70,,Central Ruens Shale Renosterveld,FRs12, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 12  Central Ruens Shale Renosterveld,2012.1061,Descriptions\FRs12_2006.docx, ,01 12 012,0.1547,2519.15550764083
Geocortex.Gis.Geometries.Polygon,71,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,0.6167,13043.9374688222
Geocortex.Gis.Geometries.Polygon,72,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.3107,3197.81401232092
Geocortex.Gis.Geometries.Polygon,73,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.3123,6772.05855875763
Geocortex.Gis.Geometries.Polygon,74,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.9392,7745.15246607398
Geocortex.Gis.Geometries.Polygon,75,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.7949,7251.5226339756
Geocortex.Gis.Geometries.Polygon,76,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,2.6871,23674.6929809934
Geocortex.Gis.Geometries.Polygon,77,,Freshwater Lakes,W1, ,Waterbodies,Waterbodies,VM06,VegMap 2006,24,W,W,Waterbodies,W,W 1  Freshwater Lakes,589.7072,Descriptions\W_1_2006.docx, ,25 01 001,0.2493,1934.13102819407
Geocortex.Gis.Geometries.Polygon,78,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.5142,3613.26054030242
Geocortex.Gis.Geometries.Polygon,79,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.2475,4756.93980607545
Geocortex.Gis.Geometries.Polygon,80,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,0.4723,3537.21972633622
Geocortex.Gis.Geometries.Polygon,81,,Southern Coastal Forest,FOz6, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,21,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 6  Southern Coastal Forest,165.1131,Descriptions\FOz_6_2006.docx, ,09 01 006,0.0549,1109.45634341247
Geocortex.Gis.Geometries.Polygon,82,,Agulhas Limestone Fynbos,FFl1, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 1  Agulhas Limestone Fynbos,294.4978,Descriptions\FFl_1_2006.docx, ,01 11 001,16.8632,81916.9196402587
Geocortex.Gis.Geometries.Polygon,83,,Central Ruens Shale Renosterveld,FRs12, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 12  Central Ruens Shale Renosterveld,2012.1061,Descriptions\FRs12_2006.docx, ,01 12 012,0.836,6260.47002910508
Geocortex.Gis.Geometries.Polygon,84,,Agulhas Sand Fynbos,FFd7, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 7  Agulhas Sand Fynbos,230.5907,Descriptions\FFd_7_2006.docx, ,01 03 007,3.5739,13141.0576181315
