geometry,OBJECTID,Shape,NAME,MAPCODE12,Map code subtype,Bioregion,Biome,Changed in version,Change reference,Conservation target,Biome code,Group code,Group name,Bioregional code,Legend,Veg Type SQKM 2012,Document Link,Subtype name,Book Sort,Polygon SQKM,SHAPE_LENG
Geocortex.Gis.Geometries.Polygon,509,,Kogelberg Sandstone Fynbos,FFs11, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 11  Kogelberg Sandstone Fynbos,914.8209,Descriptions\FFs11_2006.docx, ,01 01 011,0.0129,834.05660473999
Geocortex.Gis.Geometries.Polygon,510,,Elim Ferricrete Fynbos,FFf1, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFf,Ferricrete Fynbos,F02,FFf 1  Elim Ferricrete Fynbos,665.5642,Descriptions\FFf_1_2006.docx, ,01 10 001,9.114,34397.6170778432
Geocortex.Gis.Geometries.Polygon,511,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM12,City of Cape Town (2011),20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.0019,170.14140390954
Geocortex.Gis.Geometries.Polygon,512,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0735,1008.10671256911
Geocortex.Gis.Geometries.Polygon,513,,Cape Winelands Shale Fynbos,FFh5, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFh,Shale Fynbos,F02,FFh 5  Cape Winelands Shale Fynbos,84.2618,Descriptions\FFh_5_2006.docx, ,01 04 005,0.0195,830.01081295428
Geocortex.Gis.Geometries.Polygon,514,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.067,987.05108473505
Geocortex.Gis.Geometries.Polygon,515,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0558,878.51190410674
Geocortex.Gis.Geometries.Polygon,516,,Kogelberg Sandstone Fynbos,FFs11, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 11  Kogelberg Sandstone Fynbos,914.8209,Descriptions\FFs11_2006.docx, ,01 01 011,0.0115,669.44555243429
Geocortex.Gis.Geometries.Polygon,517,,Kogelberg Sandstone Fynbos,FFs11, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 11  Kogelberg Sandstone Fynbos,914.8209,Descriptions\FFs11_2006.docx, ,01 01 011,0.0009,132.05939438478
Geocortex.Gis.Geometries.Polygon,518,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.329,3000.64178847853
Geocortex.Gis.Geometries.Polygon,519,,Western Coastal Shale Band Vegetation,FFb2, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFb,Shale Band Vegetation,F02,FFb 2  Western Coastal Shale Band Vegetation,134.5109,Descriptions\FFb_2_2006.docx, ,01 05 002,1.6588,16575.8501207112
Geocortex.Gis.Geometries.Polygon,520,,Elgin Shale Fynbos,FFh6, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFh,Shale Fynbos,F02,FFh 6  Elgin Shale Fynbos,279.4844,Descriptions\FFh_6_2006.docx, ,01 04 006,0.0724,997.85629634916
Geocortex.Gis.Geometries.Polygon,521,,Cape Coastal Lagoons,W3, ,Waterbodies,Waterbodies,VM06,VegMap 2006,24,W,W,Waterbodies,W,W 3  Cape Coastal Lagoons,44.9338,Descriptions\W_3_2006.docx, ,25 01 003,0.7996,17585.3277299347
Geocortex.Gis.Geometries.Polygon,522,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,1.8281,6362.13187752475
Geocortex.Gis.Geometries.Polygon,523,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1303,1543.77677242015
Geocortex.Gis.Geometries.Polygon,524,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0581,1058.08650487884
Geocortex.Gis.Geometries.Polygon,525,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0674,1052.97076252243
Geocortex.Gis.Geometries.Polygon,526,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,3.6035,11449.1481710403
Geocortex.Gis.Geometries.Polygon,527,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,3.2333,11741.9613136381
Geocortex.Gis.Geometries.Polygon,528,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0606,1001.38352987115
Geocortex.Gis.Geometries.Polygon,529,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.058,915.24279191061
Geocortex.Gis.Geometries.Polygon,530,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.2642,2177.76892261453
Geocortex.Gis.Geometries.Polygon,531,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM12,City of Cape Town (2011),20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.0233,965.06355067424
Geocortex.Gis.Geometries.Polygon,532,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,1.7472,7783.64389840302
Geocortex.Gis.Geometries.Polygon,533,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.2114,1701.81716959975
Geocortex.Gis.Geometries.Polygon,534,,Groot Brak Dune Strandveld,FS9, ,South Strandveld Bioregion,Fynbos,VM06,VegMap 2006,36,F,FS,Western Strandveld,F12,FS 9  Groot Brak Dune Strandveld,202.8738,Descriptions\FS_9_2006.docx, ,01 19 009,1.7249,10705.9333429342
Geocortex.Gis.Geometries.Polygon,535,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0722,1008.31718528722
Geocortex.Gis.Geometries.Polygon,536,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.1222,1343.09816234398
Geocortex.Gis.Geometries.Polygon,537,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.3666,2411.8415076902
Geocortex.Gis.Geometries.Polygon,538,,Cape Flats Dune Strandveld,FS6, ,West Strandveld Bioregion,Fynbos,VM12,City of Cape Town (2011),24,F,FS,Western Strandveld,F11,FS 6  Cape Flats Dune Strandveld,400.9001,Descriptions\FS_6_2006.docx, ,01 19 006,0.0437,1472.45070081613
Geocortex.Gis.Geometries.Polygon,539,,Peninsula Granite Fynbos,FFg3, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFg,Granite Fynbos,F02,FFg 3  Peninsula Granite Fynbos,92.2711,Descriptions\FFg_3_2006.docx, ,01 08 003,0.106,3847.0286924723
Geocortex.Gis.Geometries.Polygon,540,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1582,1516.20399041838
Geocortex.Gis.Geometries.Polygon,541,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.059,924.7200745662
Geocortex.Gis.Geometries.Polygon,542,,Kogelberg Sandstone Fynbos,FFs11, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 11  Kogelberg Sandstone Fynbos,914.8209,Descriptions\FFs11_2006.docx, ,01 01 011,0.0161,682.67033978024
Geocortex.Gis.Geometries.Polygon,543,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.7852,4232.30682102701
Geocortex.Gis.Geometries.Polygon,544,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1843,2293.0793139609
Geocortex.Gis.Geometries.Polygon,545,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.0587,887.5516169141
Geocortex.Gis.Geometries.Polygon,546,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,1.2137,5362.91755120483
Geocortex.Gis.Geometries.Polygon,547,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0584,1056.29927439441
Geocortex.Gis.Geometries.Polygon,548,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1038,1330.02843753458
Geocortex.Gis.Geometries.Polygon,549,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,0.7059,8653.17871721778
Geocortex.Gis.Geometries.Polygon,550,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,0.4404,8531.60597150219
Geocortex.Gis.Geometries.Polygon,551,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.055,855.2181813228
Geocortex.Gis.Geometries.Polygon,552,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.092,1093.60448593795
Geocortex.Gis.Geometries.Polygon,553,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.2473,3869.99129393872
Geocortex.Gis.Geometries.Polygon,554,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.078,1036.93377626778
Geocortex.Gis.Geometries.Polygon,555,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,2.0159,19890.4428786555
Geocortex.Gis.Geometries.Polygon,556,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,1.2972,6589.91479873927
Geocortex.Gis.Geometries.Polygon,557,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,0.6742,5867.01175080598
Geocortex.Gis.Geometries.Polygon,558,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,1.0263,5021.06112220198
Geocortex.Gis.Geometries.Polygon,559,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,2.629,10464.3383593517
Geocortex.Gis.Geometries.Polygon,560,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.2474,2148.41636331054
Geocortex.Gis.Geometries.Polygon,561,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,1.1533,5425.33330258277
Geocortex.Gis.Geometries.Polygon,562,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,91.2893,55921.0261059821
Geocortex.Gis.Geometries.Polygon,563,,Elim Ferricrete Fynbos,FFf1, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFf,Ferricrete Fynbos,F02,FFf 1  Elim Ferricrete Fynbos,665.5642,Descriptions\FFf_1_2006.docx, ,01 10 001,100.4761,167824.242709954
Geocortex.Gis.Geometries.Polygon,564,,Kogelberg Sandstone Fynbos,FFs11, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 11  Kogelberg Sandstone Fynbos,914.8209,Descriptions\FFs11_2006.docx, ,01 01 011,0.1175,2153.92558555782
Geocortex.Gis.Geometries.Polygon,565,,Cape Winelands Shale Fynbos,FFh5, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFh,Shale Fynbos,F02,FFh 5  Cape Winelands Shale Fynbos,84.2618,Descriptions\FFh_5_2006.docx, ,01 04 005,1.0633,8471.90796395409
Geocortex.Gis.Geometries.Polygon,566,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,93.0898,92243.9774806195
Geocortex.Gis.Geometries.Polygon,567,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0993,1143.83398686181
Geocortex.Gis.Geometries.Polygon,568,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0728,1091.50527358473
Geocortex.Gis.Geometries.Polygon,569,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,2.4658,12052.013476378
Geocortex.Gis.Geometries.Polygon,570,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.874,4026.55399752359
Geocortex.Gis.Geometries.Polygon,571,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1362,1443.35930564709
Geocortex.Gis.Geometries.Polygon,572,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0661,928.20240883041
Geocortex.Gis.Geometries.Polygon,573,,Southern Afrotemperate Forest,FOz1, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,22,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 1  Southern Afrotemperate Forest,806.7648,Descriptions\FOz_1_2006.docx, ,09 01 001,0.068,1693.1211037134
Geocortex.Gis.Geometries.Polygon,574,,Elgin Shale Fynbos,FFh6, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFh,Shale Fynbos,F02,FFh 6  Elgin Shale Fynbos,279.4844,Descriptions\FFh_6_2006.docx, ,01 04 006,2.3749,10304.5397436908
Geocortex.Gis.Geometries.Polygon,575,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0521,830.16625814384
Geocortex.Gis.Geometries.Polygon,576,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1716,1878.69366257696
Geocortex.Gis.Geometries.Polygon,577,,Cape Inland Salt Pans,AZi9, ,Inland Saline Vegetation,Azonal Vegetation,VM06,VegMap 2006,24,AZ,AZi,Inland Saline Vegetation,AZi,AZi 9  Cape Inland Salt Pans,174.982,Descriptions\AZi_9_2006.docx, ,10 06 009,0.1038,1363.35296722148
Geocortex.Gis.Geometries.Polygon,578,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0534,938.9129863581
Geocortex.Gis.Geometries.Polygon,579,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0793,1140.91314111987
Geocortex.Gis.Geometries.Polygon,580,,Western Coastal Shale Band Vegetation,FFb2, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFb,Shale Band Vegetation,F02,FFb 2  Western Coastal Shale Band Vegetation,134.5109,Descriptions\FFb_2_2006.docx, ,01 05 002,0.722,10662.5815907608
Geocortex.Gis.Geometries.Polygon,581,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,3.1808,8327.38838696852
Geocortex.Gis.Geometries.Polygon,582,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1982,2059.29347792456
Geocortex.Gis.Geometries.Polygon,583,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,1.4194,8265.13609562446
Geocortex.Gis.Geometries.Polygon,584,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,67.4333,76939.5410812883
Geocortex.Gis.Geometries.Polygon,585,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0931,1146.63351931533
Geocortex.Gis.Geometries.Polygon,586,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,50.7239,63862.778485267
Geocortex.Gis.Geometries.Polygon,587,,Kogelberg Sandstone Fynbos,FFs11, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 11  Kogelberg Sandstone Fynbos,914.8209,Descriptions\FFs11_2006.docx, ,01 01 011,0.0132,881.18307818247
Geocortex.Gis.Geometries.Polygon,588,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,22.6719,54565.9929096439
Geocortex.Gis.Geometries.Polygon,589,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.9826,6001.11036549916
Geocortex.Gis.Geometries.Polygon,590,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1178,1448.1301303221
Geocortex.Gis.Geometries.Polygon,591,,Southern Afrotemperate Forest,FOz1, ,Zonal & Intrazonal Forests,Forests,VM06,VegMap 2006,22,FO,FOz,Zonal & Intrazonal Forests,FOz,FOz 1  Southern Afrotemperate Forest,806.7648,Descriptions\FOz_1_2006.docx, ,09 01 001,0.0533,2769.99923797062
